,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,BLK,BLK%,BPM,DBPM,DRB,DRB%,DRtg,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS_x,G_x,Ht,Lg_x,MP.1_x,MP_x,OBPM,ORB,ORB%,ORtg,OWS,PER,PF,PTS,Player,STL,STL%,Season_x,TOV,TOV%,TRB,TRB%,TS%_x,Tm_x,USG%,VORP,WS,WS/48,cfga,cfgm,dfga,dfgm,dist,eFG%,ftast,pass,player_year,rimd,sast,spd,tchs
736,4.7,0.473,9.9,1.4,0.332,4.3,0.302,2,8.8,28,0.5,1.1,-0.7,-0.8,3.9,12.1,106,2.4,6.1,0.43,14.2,3.5,0.833,4.2,0.297,70,78,6-9,NBA,2454,31.5,0.1,0.9,2.9,106,2.7,14.4,2.2,17.1,Jeff Green,0.8,1.1,2014-15,1.6,9,4.8,7.5,0.534,TOT,21.9,0.8,5.2,0.101,6.93333333333,3.11111111111,2.61111111111,1.31111111111,2.03411111111,0.48,0.177777777778,30.1777777778,Jeff Green/2014-15,1.49367088608,0.522222222222,3.94911111111,46.2111111111
579,6.4,0.573,11.2,0,0,0,0.002,0.7,3.1,22,1.6,3.6,-0.5,-0.6,8.2,26.3,105,2.4,6.4,0.572,11.2,3.7,0.786,4.7,0.423,80,80,7-0,NBA,2096,26.2,0.1,3.7,11.8,121,5.8,20.6,3.8,16.5,Jonas Valanciunas,0.6,0.8,2014-15,1.9,12.4,11.9,19.1,0.623,TOR,19.1,0.8,8.2,0.189,6.94047619048,3.92857142857,7.9880952381,3.75,1.7444047619,0.572,0.0119047619048,26.7976190476,Jonas Valanciunas/2014-15,3.79518072289,0.190476190476,4.00214285714,38.8214285714
901,4.4,0.434,10.1,1.8,0.409,4.4,0.304,3.3,15,21,0.3,0.7,0.5,-0.1,3.1,9.6,105,2.4,6.2,0.427,14.5,2.2,0.783,2.8,0.195,59,63,6-5,NBA,2107,33.4,0.5,1,3.1,102,1.3,14,2.3,16.4,Bradley Beal,1.3,1.8,2014-15,2.1,11.7,4.1,6.4,0.521,WAS,22.5,1.3,3.7,0.085,6.94666666667,2.84,1.92,1.09333333333,2.44306666667,0.489,0.36,37.3733333333,Bradley Beal/2014-15,1.38983050847,0.786666666667,4.24053333333,56.6
509,8.4,0.643,13.1,0,,0,0,1.5,6.9,22,1.9,4.2,1,1,8.1,24.5,106,2.1,8.4,0.643,13.1,2.2,0.531,4.1,0.314,59,65,6-10,NBA,1551,23.9,0,4.1,12.5,122,3.9,21.4,4.2,19,Clint Capela,0.8,1.1,2016-17,2,12,12.2,18.5,0.638,HOU,19.9,1.2,6,0.185,6.96202531646,4.21518987342,7.13924050633,3.54430379747,1.61037974684,0.643,0.113924050633,30.9746835443,Clint Capela/2016-17,3.78378378378,0.46835443038,4.02455696203,41.8607594937
654,5.9,0.495,12,1.1,0.344,3.3,0.214,1.8,8,29,0.8,1.7,-0.4,0.1,5.3,15.9,108,2.1,7.1,0.463,15.2,3,0.78,3.8,0.252,70,70,6-8,NBA,2379,34,-0.4,1.6,4.7,104,1.8,15.5,2.8,18.2,Rudy Gay,1.5,2,2015-16,2.1,11.1,6.9,10.4,0.538,SAC,22.4,1,3.8,0.078,6.97777777778,3.16666666667,2.82222222222,1.54444444444,1.85777777778,0.5,0.177777777778,25.7,Rudy Gay/2015-16,2.171875,0.466666666667,3.29033333333,41.1666666667
848,6.5,0.502,12.9,0.1,0.257,0.5,0.039,1.9,8.9,20,0.4,1,-2.4,-1.5,4.1,12.8,111,1.2,6.6,0.493,13.4,2.6,0.768,3.4,0.254,72,76,6-8,NBA,2408,31.7,-0.9,1.8,5.9,106,2.4,14.8,2.3,16,Jabari Parker,1,1.5,2015-16,1.7,10.4,5.9,9.4,0.535,MIL,20.9,-0.2,3.6,0.072,6.98717948718,3.60256410256,3.65384615385,2.03846153846,2.27128205128,0.498,0.230769230769,35.7051282051,Jabari Parker/2015-16,2.12,0.538461538462,4.31705128205,51.4615384615
567,4.3,0.457,9.4,2.7,0.373,7.2,0.434,5.9,27.2,25,0.1,0.2,1.8,-2.8,2.5,7.7,109,1.1,7,0.42,16.6,6.3,0.868,7.3,0.437,1,67,5-9,NBA,1726,25.8,4.6,0.7,2.1,114,5,20.6,3.1,23,Isaiah Thomas,1.2,1.6,2014-15,3,13.1,3.2,4.9,0.579,TOT,27.8,1.6,6.1,0.169,7.01408450704,2.84507042254,0.802816901408,0.450704225352,1.73042253521,0.501,0.239436619718,41.7464788732,Isaiah Thomas/2014-15,0.780487804878,0.718309859155,3.98732394366,61.0281690141
506,4.8,0.48,10,2.9,0.365,8.1,0.447,4.3,19.9,30,0.3,0.8,0.8,-3,3.2,9.9,113,1,7.7,0.429,18,7.3,0.88,8.3,0.458,1,81,6-1,NBA,1994,24.6,3.7,0.5,1.4,115,5.1,21.4,1.7,25.7,Lou Williams,1.4,1.9,2016-17,2.9,11.8,3.6,5.5,0.593,TOT,29.1,1.4,6.1,0.147,7.03225806452,3.02150537634,1.38709677419,0.795698924731,1.60591397849,0.511,0.290322580645,23.3655913978,Lou Williams/2016-17,1.10447761194,0.47311827957,3.92096774194,40.4516129032
717,4.8,0.476,10.1,1.7,0.345,5,0.331,3.1,14.4,25,0.6,1.3,-0.1,-0.4,6.4,20,108,1.9,6.5,0.432,15,3.3,0.806,4.1,0.273,1,82,6-6,NBA,2353,28.7,0.3,0.9,2.7,105,2.4,16,2.2,18,Will Barton,1.1,1.5,2015-16,2.1,11.2,7.3,11.2,0.535,DEN,23,1.1,4.3,0.088,7.06024096386,3.1686746988,2.95180722892,1.66265060241,1.99590361446,0.489,0.301204819277,31.3734939759,Will Barton/2015-16,1.79220779221,0.807228915663,4.17795180723,48.4698795181
481,6.9,0.449,15.4,0.8,0.293,2.6,0.143,5.3,25.5,27,0.2,0.5,-3.3,-2.1,3.1,8.8,110,1.2,7.7,0.427,18,2.4,0.793,3.1,0.171,66,66,6-3,NBA,2097,31.8,-1.2,0.8,2.4,96,-0.8,13.5,1.4,18.5,Derrick Rose,0.8,1.1,2015-16,3,13.4,3.9,5.6,0.479,CHI,27.3,-0.7,0.4,0.009,7.07291666667,2.96875,1.27083333333,0.75,1.56385416667,0.448,0.302083333333,38.2604166667,Derrick Rose/2015-16,1.30909090909,0.958333333333,2.96833333333,53.71875
789,6.6,0.527,12.6,0.5,0.265,1.7,0.12,1.3,5.8,23,0.7,1.5,-0.3,-0.5,3.8,11.7,113,1.1,7.1,0.495,14.3,2.1,0.773,2.7,0.189,59,66,6-8,NBA,2048,31,0.2,2.2,6.5,113,3,15.6,3.1,16.7,TJ Warren,1.3,1.8,2016-17,1,6.1,6,9,0.539,PHO,19.2,0.9,4.1,0.096,7.08955223881,3.58208955224,1.98507462687,1.08955223881,2.12402985075,0.511,0.0298507462687,23.8656716418,TJ Warren/2016-17,1.52083333333,0.462686567164,4.0771641791,38.1940298507
888,5.8,0.478,12,0.8,0.3,2.8,0.186,10.1,46.3,24,0.6,1.3,3.5,1.1,4.2,12.8,102,4.2,6.6,0.445,14.8,3.6,0.785,4.6,0.31,79,79,6-4,NBA,2837,35.9,2.4,0.5,1.5,105,3.6,19.9,2.3,17.6,John Wall,1.8,2.5,2014-15,3.9,18.7,4.6,7.3,0.523,WAS,26.1,3.9,7.8,0.132,7.10344827586,3.13793103448,1.41379310345,0.735632183908,2.37701149425,0.473,1.14942528736,70.8965517241,John Wall/2014-15,1.01587301587,1.85057471264,3.94781609195,94.9655172414
662,8.5,0.521,16.4,0,0,0.3,0.015,1.8,8.1,30,1.3,2.8,1.8,1.1,7.3,22.2,99,4.5,8.5,0.513,16.6,4.1,0.858,4.8,0.289,74,74,6-11,NBA,2261,30.6,0.7,2.8,9.2,114,5.6,22.4,2.4,21.2,LaMarcus Aldridge,0.6,0.9,2015-16,1.6,7.8,10.1,15.9,0.565,SAS,25.9,2.2,10.1,0.215,7.1170212766,3.74468085106,5.5,2.58510638298,1.87563829787,0.513,0.0531914893617,33.3404255319,LaMarcus Aldridge/2015-16,2.92771084337,0.478723404255,3.64670212766,50.5531914894
746,7.4,0.48,15.3,0.4,0.411,0.9,0.053,2.1,9.9,31,1.4,3.1,1.1,1.4,5.4,16.6,104,3.7,7.7,0.477,16.2,3.4,0.812,4.2,0.258,72,72,6-11,NBA,2335,32.4,-0.3,2.7,8.6,111,3.5,18.6,2.4,19.2,LaMarcus Aldridge,0.7,1,2016-17,1.5,7.7,8.1,12.7,0.532,SAS,24.5,1.8,7.3,0.149,7.12087912088,3.63736263736,4.89010989011,2.17582417582,2.04593406593,0.488,0.175824175824,32.2307692308,LaMarcus Aldridge/2016-17,2.41463414634,0.450549450549,3.79626373626,50.1318681319
657,5.5,0.436,12.6,0.2,0.278,0.6,0.043,2.3,11,21,0.5,1,-3.6,0,10.3,32,108,1.9,5.6,0.429,13.1,3,0.715,4.3,0.323,60,81,6-9,NBA,2286,28.2,-3.7,2.7,7.8,97,-0.3,13.9,3.8,14.5,Julius Randle,0.8,1.2,2015-16,2.3,13.5,13.1,19.5,0.482,LAL,21.2,-0.9,1.6,0.035,7.12195121951,3.18292682927,4.37804878049,2.46341463415,1.86365853659,0.435,0.0975609756098,40.5609756098,Julius Randle/2015-16,2.72972972973,0.243902439024,3.97073170732,55.4390243902
415,8.3,0.474,17.5,0.4,0.223,1.9,0.098,2.5,13.5,35,0.2,0.5,-2.1,-0.7,8.4,27.4,106,2.4,8.7,0.449,19.4,2.8,0.731,3.9,0.2,5,73,6-9,NBA,1786,24.5,-1.4,3.7,11.3,103,0.8,18.5,2.7,20.7,Zach Randolph,0.8,1.1,2016-17,2,8.6,12.1,19.1,0.49,MEM,29.2,0,3.2,0.086,7.17441860465,3.54651162791,3.41860465116,1.89534883721,1.44406976744,0.46,0.174418604651,25.7325581395,Zach Randolph/2016-17,2.29577464789,0.406976744186,3.52023255814,41.2441860465
666,5.7,0.477,12,1.1,0.299,3.8,0.242,7.3,34.8,24,0.1,0.3,0.8,-1.2,4.3,12.9,108,1.7,6.9,0.434,15.8,2.9,0.83,3.5,0.219,40,77,6-3,NBA,2268,29.5,1.9,0.9,2.6,106,3.3,17.2,2.7,17.7,Reggie Jackson,1,1.4,2014-15,3,14.6,5.2,7.8,0.511,TOT,24.6,1.6,4.9,0.104,7.20731707317,3.34146341463,2.17073170732,1.15853658537,1.88743902439,0.47,0.365853658537,45.9390243902,Reggie Jackson/2014-15,1.41791044776,1.21951219512,3.84146341463,65.6341463415
749,7.1,0.5,14.1,0,0.176,0.2,0.016,4.1,19.7,30,1.8,4,4.8,3.5,6.9,21.8,100,4.7,7.1,0.494,14.4,4.7,0.795,5.9,0.41,81,81,7-1,NBA,2687,33.2,1.3,1.5,4.9,111,5.5,21.7,2.8,18.9,Marc Gasol,0.9,1.4,2014-15,2.4,12.2,8.4,13.4,0.558,MEM,24.6,4.6,10.2,0.182,7.21505376344,3.74193548387,7.44086021505,3.7311827957,2.05139784946,0.496,0.376344086022,48.6989247312,Marc Gasol/2014-15,3.77173913043,0.838709677419,3.64870967742,69.1182795699
894,5.6,0.555,10.1,1.2,0.347,3.5,0.258,4.8,22.8,28,0.2,0.5,1.1,-1.4,2.6,8.2,110,1.4,6.8,0.501,13.7,2.5,0.774,3.2,0.234,78,78,6-3,NBA,2640,33.8,2.5,1.1,3.5,112,5.4,17.4,2.7,17.4,Goran Dragic,1.1,1.5,2014-15,2.4,13.5,3.7,5.9,0.577,TOT,21.8,2.1,6.8,0.123,7.22222222222,3.8024691358,2,1.04938271605,2.39296296296,0.546,0.518518518519,48.8148148148,Goran Dragic/2014-15,1.23188405797,0.827160493827,4.24567901235,67.3086419753
720,5.9,0.489,12.1,0.9,0.312,3,0.198,4.7,21.4,26,0.6,1.3,4,0.3,4.1,11.6,106,2.7,6.8,0.454,15.1,5.7,0.832,6.9,0.459,67,67,6-7,NBA,2474,36.9,3.6,1.1,3.4,116,6.5,21.3,1.8,20.4,Jimmy Butler,1.6,2.2,2015-16,1.9,9.6,5.2,7.6,0.562,CHI,24.4,3.7,9.1,0.177,7.22471910112,3.37078651685,2.61797752809,1.41573033708,2.00584269663,0.485,0.202247191011,34.1123595506,Jimmy Butler/2015-16,2.1,0.797752808989,3.28078651685,51.7078651685
812,5.5,0.513,10.8,1.2,0.356,3.3,0.232,3.4,15.4,29,1,2.4,4.2,2.6,6.5,20,99,4.3,6.7,0.476,14,3.8,0.757,5.1,0.362,73,73,6-8,NBA,2390,32.7,1.6,2.1,6.9,109,4,20,3,18.3,Paul Millsap,2,2.8,2014-15,2.5,13.3,8.6,13.6,0.565,ATL,23.8,3.7,8.3,0.166,7.27956989247,3.54838709677,8.63440860215,4.62365591398,2.17677419355,0.518,0.172043010753,42.9892473118,Paul Millsap/2014-15,4.77777777778,0.806451612903,3.92827956989,61.6021505376
740,6.9,0.567,12.2,0,0,0,0.001,1.7,7.5,31,1.5,3.4,1.2,1.7,8.3,26.3,104,3.1,6.9,0.567,12.2,2.3,0.705,3.3,0.271,74,75,6-11,NBA,2256,30.1,-0.5,3.5,10.8,114,4.2,19,3.1,16.1,Marcin Gortat,0.7,1,2015-16,1.9,12.4,11.8,18.4,0.592,WAS,18.9,1.8,7.3,0.156,7.28571428571,4.07792207792,7.49350649351,3.87012987013,2.03727272727,0.567,0.0649350649351,33.0519480519,Marcin Gortat/2015-16,4.08219178082,0.532467532468,4.0725974026,46.4155844156
669,5.5,0.442,12.5,1.7,0.359,4.7,0.272,6.8,30.3,26,0.1,0.3,-1.4,-2.1,2.3,7.3,111,1.2,7.2,0.419,17.1,3,0.868,3.4,0.201,50,52,6-3,NBA,1424,27.4,0.6,0.5,1.6,103,0.8,14.9,3.3,19,Reggie Jackson,0.9,1.2,2016-17,2.9,13.4,2.9,4.3,0.51,DET,26.4,0.2,1.9,0.065,7.29411764706,3.09803921569,1.62745098039,0.960784313725,1.89490196078,0.468,0.411764705882,47.7843137255,Reggie Jackson/2016-17,1.19512195122,1.19607843137,4.17352941176,67.7058823529
426,7.6,0.536,14.3,0,0,0.1,0.006,3.7,17.3,26,0.8,1.8,2,1.5,7.2,23.1,105,2.6,7.6,0.533,14.3,3.5,0.741,4.7,0.329,0,81,6-11,NBA,1823,22.5,0.5,3.3,10.8,111,3,21.1,3.3,18.8,Greg Monroe,1.8,2.6,2016-17,2.8,14.4,10.5,17,0.572,MIL,24.3,1.9,5.6,0.147,7.31818181818,3.875,5.01136363636,2.75,1.455,0.533,0.159090909091,21.4204545455,Greg Monroe/2016-17,2.88095238095,0.465909090909,3.85352272727,34.3409090909
374,9.3,0.568,16.4,0.1,0.132,0.9,0.052,1.6,7.9,24,0.9,2,-1.2,-1.9,6.7,20.8,107,1.8,9.4,0.545,17.3,5.3,0.786,6.7,0.387,0,72,6-11,NBA,1533,21.3,0.6,4.6,14.1,116,4,23.7,3.6,24.3,Enes Kanter,0.8,1,2016-17,2.9,12.5,11.3,17.4,0.599,OKC,27.3,0.3,5.8,0.183,7.32467532468,4.16883116883,5.14285714286,2.79220779221,1.37337662338,0.549,0.116883116883,17.6623376623,Enes Kanter/2016-17,3.02816901408,0.181818181818,4.10649350649,31.5454545455
784,5.8,0.509,11.4,0.6,0.274,2.2,0.16,7.9,35.7,22,0.6,1.3,0.9,0.2,4.4,13.8,111,2,6.4,0.471,13.6,2.2,0.692,3.1,0.231,58,82,6-4,NBA,2412,29.4,0.7,1.3,3.9,107,2.4,17.2,2.6,15.6,Elfrid Payton,1.3,1.8,2016-17,2.7,15,5.8,8.7,0.52,ORL,21.6,1.7,4.4,0.088,7.34146341463,3.59756097561,2.15853658537,1.24390243902,2.11195121951,0.493,0.548780487805,54.1585365854,Elfrid Payton/2016-17,1.5,1.43902439024,4.32853658537,71
852,5.7,0.506,11.2,2.1,0.398,5.4,0.324,3.6,18.2,26,0.3,0.6,4.2,0,4.9,15.4,106,3.3,7.8,0.471,16.5,5.2,0.844,6.1,0.371,73,73,6-8,NBA,2516,34.5,4.2,0.7,2.3,118,7.1,22.2,1.7,22.9,Gordon Hayward,1,1.5,2016-17,2,9.4,5.6,9,0.595,UTA,27.6,4,10.4,0.199,7.35294117647,3.27058823529,1.30588235294,0.776470588235,2.29058823529,0.536,0.329411764706,38.0941176471,Gordon Hayward/2016-17,1.13793103448,0.776470588235,3.93882352941,59.6705882353
655,7.9,0.628,12.6,0.8,0.324,2.5,0.163,6.3,28.8,21,1,2.1,8.3,2.2,8.9,27.2,109,2,8.7,0.578,15.1,3.3,0.825,4,0.267,59,73,6-10,NBA,2038,27.9,6.2,3.7,11.6,126,7.7,26.4,3.8,21.6,Nikola Jokic,1.1,1.5,2016-17,3,15.2,12.7,19.5,0.64,DEN,23.5,5.3,9.7,0.229,7.38356164384,4.45205479452,7.34246575342,4.17808219178,1.85863013699,0.605,0.452054794521,49.1780821918,Nikola Jokic/2016-17,4.48529411765,0.753424657534,4.00739726027,66.3150684932
635,7.3,0.523,14,0.1,0.233,0.4,0.031,2,9.5,27,0.6,1.2,0.1,0.6,7.2,23,107,2.2,7.4,0.514,14.4,1.6,0.644,2.4,0.169,73,73,6-8,NBA,2407,33,-0.5,2.6,8.1,104,1.9,17.5,2.7,16.5,Thaddeus Young,1.7,2.3,2015-16,2,11.6,9.9,15.4,0.533,BRK,21.6,1.3,4.1,0.081,7.38709677419,3.77419354839,3.95698924731,2.15053763441,1.82903225806,0.518,0.10752688172,36.1612903226,Thaddeus Young/2015-16,2.85714285714,0.462365591398,3.32860215054,50.1290322581
683,5.3,0.527,10,1.8,0.337,5.3,0.347,2.3,9.8,29,0.5,1.1,-0.8,-1.3,5.8,17.7,113,1.1,7.1,0.461,15.4,2.3,0.727,3.2,0.207,33,71,6-8,NBA,2197,30.9,0.5,1.7,5.2,109,2.4,14.9,2.8,18.3,Wilson Chandler,0.9,1.2,2016-17,1.9,10,7.5,11.5,0.545,DEN,22,0.7,3.6,0.078,7.45945945946,3.59459459459,3.48648648649,1.83783783784,1.91567567568,0.52,0.0945945945946,28.9594594595,Wilson Chandler/2016-17,2.09230769231,0.743243243243,3.70648648649,45.2972972973
815,5.8,0.512,11.3,1,0.319,3.2,0.218,3.6,16.4,30,1.9,4.1,5.3,4.2,7.3,21.5,96,6,6.8,0.47,14.5,4.2,0.757,5.5,0.383,81,81,6-8,NBA,2647,32.7,1.1,2.7,8.4,108,4.1,21.3,3.2,18.8,Paul Millsap,2,2.7,2015-16,2.6,13.3,10,15.1,0.556,ATL,24.3,4.9,10.1,0.183,7.47368421053,3.56842105263,8.02105263158,3.94736842105,2.18494736842,0.505,0.157894736842,43.5578947368,Paul Millsap/2015-16,4.21348314607,0.705263157895,3.95842105263,62.5684210526
752,5.4,0.503,10.7,1.8,0.329,5.3,0.332,3.2,14.4,24,0.1,0.3,-2.7,-2.3,3,9.3,115,0.7,7.2,0.445,16.1,2,0.798,2.5,0.157,19,82,6-5,NBA,2397,29.2,-0.5,0.7,2.2,102,0.5,13.1,2.3,18.1,Jordan Clarkson,1.3,1.8,2016-17,2.5,12.5,3.7,5.6,0.526,LAL,23.3,-0.4,1.2,0.024,7.49382716049,3.3950617284,1.24691358025,0.777777777778,2.05716049383,0.5,0.246913580247,29.3209876543,Jordan Clarkson/2016-17,1.21153846154,0.58024691358,4.26049382716,46.5555555556
605,6.4,0.511,12.6,0,0.125,0.1,0.011,1.5,7.1,25,1,2.1,0.8,0.9,7.4,22.9,106,2.1,6.4,0.507,12.7,3.4,0.691,5,0.391,71,75,6-8,NBA,2086,27.8,-0.2,4.2,12.1,111,3.5,18.4,3.6,16.3,Kenneth Faried,1.1,1.5,2014-15,2,12,11.5,17.3,0.548,DEN,20.3,1.4,5.6,0.13,7.53086419753,3.81481481481,4.25925925926,2.30864197531,1.78283950617,0.507,0.148148148148,25.049382716,Kenneth Faried/2014-15,2.49333333333,0.271604938272,3.84604938272,37.8148148148
798,5.4,0.5,10.8,1.3,0.364,3.6,0.252,1.9,8.8,22,0.5,1.2,-0.3,-0.7,5.4,17.3,108,1.8,6.7,0.466,14.4,2.9,0.788,3.7,0.258,63,68,6-9,NBA,2369,34.8,0.4,1.1,3.4,107,3,16.7,2,17.7,Tobias Harris,1,1.5,2014-15,1.7,9.8,6.5,10.3,0.551,ORL,22.5,1,4.8,0.098,7.53947368421,3.59210526316,3.10526315789,1.67105263158,2.14460526316,0.512,0.0394736842105,32.0131578947,Tobias Harris/2014-15,2.11666666667,0.289473684211,3.69736842105,48.9605263158
830,5.5,0.486,11.2,1.2,0.311,3.7,0.248,3.9,17.9,31,1,2.3,2.7,2.1,6.5,19.5,104,3.8,6.6,0.442,14.9,4.8,0.768,6.2,0.417,67,69,6-8,NBA,2343,34,0.5,1.7,5.3,108,2.6,17.8,2.9,19.1,Paul Millsap,1.4,1.9,2016-17,2.4,12.1,8.2,12.5,0.542,ATL,24.4,2.7,6.4,0.132,7.54545454545,3.61038961039,6.88311688312,3.64935064935,2.22194805195,0.481,0.311688311688,41.7792207792,Paul Millsap/2016-17,3.90277777778,0.519480519481,3.91311688312,62.4025974026
772,5.5,0.493,11.2,1.9,0.357,5.2,0.319,1.6,7.3,21,2.2,4.9,0.2,0,6.1,18.2,109,2.1,7.4,0.45,16.4,3.3,0.786,4.2,0.256,65,66,7-3,NBA,2164,32.8,0.2,1.8,5.5,108,2.4,17.4,4.1,19.9,Kristaps Porzingis,0.8,1.1,2016-17,2,9.7,7.9,11.8,0.546,NYK,24.3,1.2,4.5,0.1,7.55714285714,3.5,7.38571428571,3.24285714286,2.09785714286,0.507,0.114285714286,38.3142857143,Kristaps Porzingis/2016-17,3.43939393939,0.442857142857,3.82342857143,56.9285714286
688,5,0.447,11.3,2.7,0.371,7.2,0.391,4.2,20.3,25,0.4,0.8,4.5,1,6.2,18.7,101,4.8,7.7,0.418,18.5,5.8,0.86,6.7,0.364,81,81,6-9,NBA,2819,34.8,3.5,1,3.1,106,4.4,20.9,2.9,23.9,Paul George,1.9,2.7,2015-16,3.4,13.6,7.2,10.9,0.557,IND,30.4,4.6,9.2,0.157,7.61403508772,2.95614035088,2.26315789474,1.16666666667,1.92649122807,0.49,0.342105263158,30.9824561404,Paul George/2015-16,1.60240963855,0.649122807018,3.29333333333,52.2192982456
550,7.3,0.503,14.4,1.3,0.296,4.5,0.236,10.9,49.6,27,0.3,0.6,10,2.4,6.3,18.1,103,4,8.6,0.454,18.9,6.1,0.812,7.5,0.397,80,80,6-3,NBA,2750,34.4,7.6,1.9,6.1,115,10,27.6,2.6,24.6,Russell Westbrook,2.1,2.9,2015-16,4.5,16.8,8.2,12.4,0.554,OKC,31.6,8.3,14,0.245,7.65441176471,3.40441176471,1.45588235294,0.786764705882,1.70007352941,0.489,0.808823529412,41.3897058824,Russell Westbrook/2015-16,1.32098765432,1.06617647059,2.92845588235,63.6102941176
694,5.5,0.428,12.8,0.6,0.235,2.6,0.166,7.4,37.3,23,0.5,1.1,-0.7,0.9,4.8,15.3,103,2.9,6.1,0.396,15.4,3.4,0.694,4.9,0.317,63,66,6-6,NBA,2149,32.6,-1.6,1.1,3.2,91,-2.1,14.1,2.8,16.2,Michael CarterWilliams,1.9,2.6,2014-15,4.2,19.5,5.9,9,0.461,TOT,26.7,0.7,0.8,0.017,7.67045454545,3.17045454545,1.98863636364,0.988636363636,1.93431818182,0.416,0.556818181818,51.8181818182,Michael CarterWilliams/2014-15,1.38095238095,0.909090909091,3.57590909091,70.9886363636
586,6.7,0.514,13.1,0,0.286,0.1,0.009,3.7,16.8,38,2.4,5.1,5.5,4.7,8.6,26.7,97,4.7,6.8,0.512,13.2,3.7,0.74,5,0.38,77,77,6-11,NBA,2227,28.9,0.8,2.7,8.8,113,4.9,22.6,2.7,17.3,Tim Duncan,1,1.4,2014-15,2.1,12.1,11.4,17.9,0.56,SAS,22.2,4.2,9.6,0.207,7.67415730337,4.14606741573,8.73033707865,4.08988764045,1.75617977528,0.513,0.23595505618,41.7528089888,Tim Duncan/2014-15,4.33333333333,0.573033707865,3.56887640449,56.8426966292
527,9.4,0.512,18.3,0,0.222,0.2,0.009,3.2,15.9,25,1.2,2.8,1.8,1.1,7.1,22.2,105,2.4,9.4,0.51,18.5,2,0.753,2.7,0.143,60,65,7-0,NBA,2037,31.3,0.7,3.1,9.3,106,2.8,21.1,3.1,20.9,Nikola Vucevic,0.9,1.3,2015-16,2.2,10,10.2,15.7,0.531,ORL,26.8,2,5.2,0.122,7.75949367089,4.05063291139,6.27848101266,3.36708860759,1.66037974684,0.511,0.20253164557,32.7848101266,Nikola Vucevic/2015-16,4.29032258065,0.379746835443,3.2046835443,49.1265822785
774,8.2,0.559,14.6,0.4,0.341,1.2,0.076,2.2,11.3,20,1.9,4.3,2.8,1.2,8.6,27.5,106,2.8,8.6,0.542,15.8,3.1,0.811,3.8,0.239,82,82,7-0,NBA,2627,32,1.6,3.1,10.2,112,5.4,22.5,3.4,20.6,KarlAnthony Towns,0.8,1.1,2015-16,2.5,12.6,11.8,19,0.59,MIN,24.9,3.1,8.3,0.151,7.78048780488,4.40243902439,8.21951219512,4.12195121951,2.10231707317,0.555,0.30487804878,35.8414634146,KarlAnthony Towns/2015-16,4.38961038961,0.560975609756,3.94951219512,54.8414634146
868,5.6,0.538,10.3,3,0.404,7.4,0.418,3.6,16.2,23,0.3,0.7,2.2,-2.4,2.5,7.8,112,1.6,8.5,0.482,17.7,3.8,0.825,4.6,0.259,77,77,6-5,NBA,2684,34.9,4.5,0.7,2.2,117,6.8,20.1,2.3,23.9,Bradley Beal,1.1,1.5,2016-17,2.1,9.6,3.2,5,0.604,WAS,26.5,2.8,8.5,0.151,7.78494623656,3.72043010753,1.96774193548,1.22580645161,2.33053763441,0.566,0.258064516129,29.3010752688,Bradley Beal/2016-17,1.54054054054,0.806451612903,4.00784946237,51.4193548387
618,7.9,0.528,14.9,0.3,0.356,0.8,0.048,0.9,4.8,22,0.5,1.1,-2.1,-2.3,6.6,20.5,106,2.1,8.1,0.519,15.6,3.1,0.782,3.9,0.252,74,75,6-11,NBA,2135,28.5,0.2,4.7,14.6,111,4.3,20.3,3.2,19.6,Enes Kanter,0.6,0.9,2014-15,2.4,12.3,11.3,17.6,0.564,TOT,24.7,-0.1,6.4,0.145,7.81481481481,4.35802469136,5.14814814815,2.93827160494,1.80283950617,0.528,0.0493827160494,37.7160493827,Enes Kanter/2014-15,3.17333333333,0.358024691358,3.82037037037,53.1234567901
689,6.3,0.494,12.8,0.8,0.318,2.5,0.163,2.7,12.4,25,0.5,1.2,-0.2,0.5,5.5,17,105,2.7,7.1,0.465,15.3,2.5,0.763,3.2,0.211,82,82,6-10,NBA,2581,31.5,-0.7,1.5,4.6,102,1.8,15.8,3.4,17.5,Markieff Morris,1.4,2,2014-15,2.4,12.4,7.1,10.7,0.523,PHO,23.3,1.2,4.6,0.085,7.84146341463,3.81707317073,5.0243902439,2.64634146341,1.92695121951,0.491,0.317073170732,34.4390243902,Markieff Morris/2014-15,2.67901234568,0.378048780488,3.68585365854,52.5731707317
796,6.1,0.499,12.2,1.7,0.405,4.2,0.257,6.2,29,30,0.2,0.4,2.7,-0.7,3.2,9.9,109,2.6,7.8,0.475,16.5,4.4,0.79,5.5,0.335,73,73,6-3,NBA,2459,33.7,3.4,0.9,2.7,112,5,19.7,2.9,21.7,Goran Dragic,1.3,1.8,2016-17,3.1,14.1,4.1,6.3,0.575,MIA,27.1,2.9,7.5,0.147,7.84146341463,3.62195121951,2.18292682927,1.17073170732,2.14304878049,0.527,0.365853658537,52.4634146341,Goran Dragic/2016-17,1.6,1.17073170732,3.82890243902,73.8048780488
