,player_year,Player,Season_x,Age_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd,Tm,label
46,Al Jefferson/2016-17,Al Jefferson,2016-17,32,NBA,66,14.1,6-10,1,931,9.1,18.2,9.1,18.2,0.0,0.0,2.5,3.3,2.9,7.8,10.7,2.2,0.7,0.6,1.3,4.8,20.7,0.499,0.5,0.0,0.499,0.765,0.526,18.9,0.002,0.18,9.2,24.2,16.8,11.0,1.0,1.5,6.1,26.1,109,108,1.2,1.1,2.3,0.119,-1.5,-1.5,-3.1,-0.3,0.711951219512,3.02182926829,19.6707317073,12.8414634146,0.182926829268,0.0487804878049,1.01219512195,2.07317073171,1.48214285714,IND,9
47,David Lee/2015-16,David Lee,2015-16,32,NBA,55,16.4,6-9,5,903,7.1,13.4,7.1,13.3,0.0,0.0,2.8,3.7,4.0,8.1,12.2,3.3,0.9,1.1,2.6,4.5,17.0,0.531,0.533,0.0,0.531,0.763,0.568,19.6,0.003,0.278,12.0,24.6,18.3,15.5,1.2,2.5,14.9,21.5,111,103,1.7,1.4,3.0,0.161,-0.3,1.7,1.4,0.8,0.712247191011,2.60685393258,20.8314606742,15.2247191011,0.179775280899,0.0786516853933,1.24719101124,2.22471910112,2.3125,TOT,4
48,Chris Copeland/2014-15,Chris Copeland,2014-15,30,NBA,50,16.6,6-9,12,828,4.9,13.5,2.6,6.2,2.3,7.3,1.4,2.0,1.0,3.8,4.8,2.2,0.5,0.5,2.6,3.4,13.4,0.361,0.42,0.311,0.445,0.733,0.468,7.4,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1.0,15.2,21.3,88,106,-0.9,0.8,-0.1,-0.008,-2.8,-1.5,-4.3,-0.5,0.713896103896,2.48324675325,15.3636363636,9.64935064935,0.155844155844,0.0779220779221,0.532467532468,0.961038961039,1.24242424242,IND,6
49,Davis Bertans/2016-17,Davis Bertans,2016-17,24,NBA,67,12.1,6-10,6,808,4.6,10.4,1.5,2.7,3.1,7.7,1.2,1.5,1.0,3.4,4.4,2.0,0.9,1.2,1.4,3.3,13.5,0.44,0.557,0.399,0.588,0.824,0.609,12.9,0.739,0.145,3.2,10.6,6.9,8.3,1.3,2.8,11.4,15.7,115,105,1.1,1.2,2.3,0.135,1.2,0.5,1.7,0.8,0.7146875,3.58802083333,14.5520833333,11.1041666667,0.166666666667,0.0416666666667,0.90625,1.61458333333,1.55357142857,SAS,6
50,Thomas Robinson/2014-15,Thomas Robinson,2014-15,23,NBA,54,14.8,6-10,4,798,5.7,11.7,5.7,11.6,0.0,0.1,2.5,4.8,4.3,9.4,13.7,1.5,1.4,0.9,2.7,4.7,13.9,0.485,0.488,0.0,0.485,0.528,0.502,15.3,0.008,0.408,12.6,28.6,20.5,7.6,2.0,1.9,16.1,20.2,98,99,0.0,1.4,1.5,0.089,-3.8,1.1,-2.7,-0.1,0.717721518987,2.90151898734,18.5316455696,13.5063291139,0.189873417722,0.0506329113924,0.860759493671,1.79746835443,1.51111111111,TOT,9
51,Pablo Prigioni/2015-16,Pablo Prigioni,2015-16,38,NBA,59,13.9,6-3,3,823,2.4,6.4,1.2,2.3,1.2,4.2,0.3,0.3,1.7,3.3,5.0,5.7,2.3,0.0,2.1,3.6,6.3,0.374,0.519,0.295,0.469,0.875,0.482,10.2,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11.0,103,104,0.3,1.1,1.5,0.087,-1.1,1.5,0.4,0.5,0.719666666667,3.21711111111,21.2,17.9111111111,0.366666666667,0.1,0.411111111111,0.622222222222,1.08823529412,LAC,10
52,Alexis Ajinca/2015-16,Alexis Ajinca,2015-16,27,NBA,59,14.6,7-2,17,861,6.3,13.2,6.3,13.1,0.0,0.0,2.2,2.6,3.1,8.1,11.2,1.3,0.8,1.5,2.3,5.6,14.7,0.476,0.478,0.0,0.476,0.839,0.514,13.8,0.003,0.197,9.3,25.9,17.3,5.8,1.1,3.4,13.6,20.4,100,107,0.2,0.9,1.0,0.058,-4.3,-0.2,-4.5,-0.5,0.72175,3.01425,18.975,13.55,0.1375,0.025,1.1375,2.275,1.75,NOP,9
53,Jason Maxiell/2014-15,Jason Maxiell,2014-15,31,NBA,61,14.4,6-7,0,878,3.3,7.9,3.3,7.9,0.0,0.0,1.7,2.9,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3,0.422,0.422,,0.422,0.577,0.455,10.4,0.0,0.37,10.5,15.1,12.7,3.4,1.1,4.0,11.5,13.1,99,103,0.1,1.2,1.4,0.074,-4.5,1.9,-2.6,-0.1,0.723292682927,3.00646341463,12.1463414634,8.89024390244,0.0853658536585,0.0121951219512,1.20731707317,2.36585365854,1.8,CHO,9
54,Gary Harris/2014-15,Gary Harris,2014-15,20,NBA,55,13.1,6-4,6,719,3.3,10.9,2.3,5.7,1.1,5.2,1.8,2.4,1.1,2.2,3.2,1.5,2.0,0.4,1.9,3.6,9.4,0.304,0.395,0.204,0.353,0.745,0.395,4.9,0.475,0.217,3.0,6.7,4.8,5.9,2.7,0.8,13.8,16.6,81,109,-1.2,0.5,-0.7,-0.046,-4.2,-0.1,-4.3,-0.4,0.726388888889,3.23833333333,9.95833333333,5.73611111111,0.138888888889,0.0694444444444,0.527777777778,0.902777777778,1.11764705882,DEN,6
55,Aaron Brooks/2016-17,Aaron Brooks,2016-17,32,NBA,65,13.8,6-0,0,894,4.9,12.1,2.9,6.9,1.9,5.2,1.3,1.6,0.7,2.1,2.8,5.0,1.0,0.4,2.7,3.7,13.0,0.403,0.424,0.375,0.483,0.8,0.507,9.5,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,98,113,-0.2,0.5,0.3,0.016,-2.1,-2.6,-4.6,-0.6,0.730853658537,3.19573170732,21.4390243902,16.0365853659,0.280487804878,0.134146341463,0.353658536585,0.536585365854,0.852941176471,IND,10
56,Luke Babbitt/2014-15,Luke Babbitt,2014-15,25,NBA,63,13.2,6-9,19,830,4.0,8.3,1.4,3.3,2.6,5.0,0.6,0.8,0.5,4.3,4.8,1.0,0.7,0.5,1.1,2.7,11.1,0.479,0.429,0.513,0.633,0.684,0.639,11.1,0.599,0.099,1.6,13.5,7.6,4.3,1.1,1.0,11.5,12.4,117,110,1.1,0.5,1.6,0.092,0.0,-1.4,-1.4,0.1,0.735476190476,3.34642857143,12.1785714286,9.2380952381,0.0714285714286,0.0238095238095,0.761904761905,1.33333333333,1.48837209302,NOP,6
57,Alexis Ajinca/2014-15,Alexis Ajinca,2014-15,26,NBA,68,14.1,7-2,8,957,6.8,12.4,6.8,12.4,0.0,0.0,3.0,3.7,3.9,7.9,11.8,1.8,0.8,1.9,2.6,5.7,16.7,0.55,0.55,,0.55,0.818,0.595,19.9,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,113,103,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5,0.736511627907,3.255,16.8023255814,11.0348837209,0.104651162791,0.0348837209302,2.03488372093,3.87209302326,2.734375,NOP,9
58,James Johnson/2015-16,James Johnson,2015-16,28,NBA,57,16.2,6-9,32,926,4.4,9.3,3.7,6.8,0.8,2.6,1.5,2.6,1.1,3.8,4.9,2.6,1.1,1.3,2.1,3.3,11.2,0.475,0.54,0.303,0.517,0.574,0.532,11.4,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,101,106,0.3,1.0,1.3,0.068,-1.7,1.0,-0.6,0.3,0.737741935484,2.90139784946,12.7204301075,8.56989247312,0.118279569892,0.0860215053763,0.52688172043,1.06451612903,1.02083333333,TOR,6
59,Tim Frazier/2015-16,Tim Frazier,2015-16,25,NBA,51,14.5,6-1,2,741,4.7,11.1,3.9,8.8,0.8,2.3,2.6,3.6,1.3,4.1,5.3,7.9,1.6,0.1,3.2,3.5,12.7,0.419,0.442,0.333,0.454,0.716,0.499,13.9,0.21,0.323,3.8,12.8,8.2,33.3,2.2,0.2,19.9,19.4,103,109,0.4,0.5,1.0,0.062,-0.7,-0.7,-1.3,0.1,0.742957746479,2.99098591549,25.5492957746,19.4647887324,0.450704225352,0.267605633803,0.30985915493,0.549295774648,1.22222222222,TOT,10
60,Meyers Leonard/2014-15,Meyers Leonard,2014-15,22,NBA,55,15.4,7-1,7,847,5.3,10.4,3.3,5.7,2.0,4.8,1.3,1.4,2.0,8.7,10.6,1.4,0.4,0.6,1.7,4.8,13.9,0.51,0.586,0.42,0.606,0.938,0.631,14.8,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,117,102,1.6,1.2,2.8,0.158,0.1,0.0,0.2,0.5,0.744761904762,2.79976190476,16.5833333333,12.2857142857,0.0714285714286,0.0357142857143,1.14285714286,2.64285714286,1.88235294118,POR,9
61,DeAndre Liggins/2016-17,DeAndre Liggins,2016-17,28,NBA,62,12.5,6-6,19,777,2.5,6.6,1.8,4.4,0.8,2.1,1.2,1.9,0.9,4.1,5.0,2.5,2.2,0.6,1.9,3.8,7.0,0.387,0.396,0.37,0.447,0.625,0.476,7.5,0.324,0.282,2.9,12.2,7.7,9.2,3.0,1.5,20.8,11.6,92,107,-0.4,0.9,0.5,0.031,-3.9,1.8,-2.1,0.0,0.744935064935,3.56766233766,13.5844155844,10.6233766234,0.272727272727,0.0909090909091,0.428571428571,0.74025974026,1.06451612903,TOT,6
62,Johnny O'Bryant/2015-16,Johnny O'Bryant,2015-16,22,NBA,66,13.0,6-9,4,857,3.6,8.8,3.6,8.7,0.0,0.0,1.1,1.7,2.7,4.7,7.4,1.3,0.8,0.3,1.3,4.2,8.4,0.411,0.409,1.0,0.414,0.675,0.441,7.4,0.005,0.191,8.7,14.7,11.7,5.4,1.1,0.8,12.0,13.5,96,111,-0.2,0.4,0.3,0.014,-4.3,-1.7,-6.0,-0.9,0.75012195122,3.42024390244,15.9146341463,12.4390243902,0.0731707317073,0.0609756097561,0.792682926829,1.51219512195,1.44444444444,MIL,6
63,Miles Plumlee/2015-16,Miles Plumlee,2015-16,27,NBA,61,14.3,6-11,14,870,5.8,9.6,5.8,9.6,0.0,0.0,1.4,2.4,3.9,5.7,9.6,0.7,0.9,2.1,1.7,3.0,13.0,0.601,0.601,,0.601,0.576,0.606,17.4,0.0,0.253,12.5,18.0,15.2,2.9,1.2,4.9,13.4,15.5,115,107,1.4,0.8,2.2,0.124,-1.4,-0.4,-1.8,0.0,0.757469879518,3.16698795181,14.2048192771,10.1807228916,0.132530120482,0.0120481927711,1.68674698795,3.27710843373,2.54545454545,MIL,9
64,Omer Asik/2015-16,Omer Asik,2015-16,29,NBA,68,17.3,7-0,64,1178,3.2,6.0,3.2,6.0,0.0,0.0,1.9,3.4,3.7,9.0,12.7,0.8,0.6,0.7,1.8,3.8,8.2,0.533,0.533,,0.533,0.545,0.551,11.0,0.0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,106,108,0.7,1.0,1.7,0.07,-4.0,-0.2,-4.2,-0.7,0.758932038835,2.63631067961,18.6601941748,15.3883495146,0.0970873786408,0.0194174757282,1.53398058252,2.93203883495,2.50793650794,NOP,9
65,Montrezl Harrell/2016-17,Montrezl Harrell,2016-17,23,NBA,58,18.3,6-8,14,1064,7.6,11.7,7.6,11.4,0.0,0.2,2.6,4.1,2.7,4.7,7.4,2.2,0.7,1.4,1.5,4.3,17.8,0.652,0.663,0.143,0.654,0.628,0.662,19.2,0.02,0.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,129,110,3.1,1.0,4.1,0.183,0.8,0.2,0.9,0.8,0.761956521739,2.73456521739,18.7608695652,13.6739130435,0.152173913043,0.0326086956522,1.21739130435,2.26086956522,2.15384615385,HOU,9
66,Salah Mejri/2016-17,Salah Mejri,2016-17,30,NBA,73,12.4,7-1,11,905,3.5,5.4,3.5,5.3,0.0,0.1,1.4,2.4,3.9,8.4,12.3,0.6,1.3,2.4,1.6,6.0,8.5,0.642,0.649,0.333,0.646,0.59,0.65,14.8,0.022,0.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,121,102,1.3,1.7,3.0,0.159,-3.6,3.8,0.2,0.5,0.762839506173,3.71074074074,14.6172839506,11.7283950617,0.20987654321,0.0493827160494,1.87654320988,3.59259259259,2.30303030303,DAL,9
67,Juan Hernangomez/2016-17,Juan Hernangomez,2016-17,21,NBA,62,13.6,6-9,9,842,4.3,9.6,2.4,4.7,2.0,4.8,2.4,3.2,1.8,6.2,8.0,1.2,1.2,0.5,1.3,2.7,13.0,0.451,0.495,0.407,0.554,0.75,0.592,13.3,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,117,112,1.2,0.6,1.8,0.103,-0.1,-1.2,-1.3,0.1,0.763086419753,3.30827160494,13.5308641975,9.59259259259,0.123456790123,0.0246913580247,0.765432098765,1.30864197531,1.67567567568,DEN,9
68,Shelvin Mack/2014-15,Shelvin Mack,2014-15,24,NBA,55,15.1,6-3,0,833,5.1,12.6,3.3,7.1,1.7,5.5,1.1,1.3,0.3,3.1,3.4,6.7,1.3,0.1,2.1,1.4,12.9,0.401,0.467,0.315,0.469,0.806,0.489,13.2,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,102,106,0.5,0.8,1.3,0.075,-0.9,-2.2,-3.1,-0.2,0.770333333333,3.19133333333,23.3888888889,18.0111111111,0.4,0.155555555556,0.3,0.5,0.870967741935,ATL,10
69,Glen Davis/2014-15,Glen Davis,2014-15,29,NBA,74,12.2,6-9,0,904,4.7,10.2,4.7,10.0,0.0,0.2,2.4,3.8,1.7,5.0,6.7,1.6,1.6,0.8,1.6,5.3,11.7,0.459,0.466,0.0,0.459,0.632,0.495,10.8,0.016,0.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,100,104,0.2,1.1,1.4,0.072,-3.5,1.0,-2.5,-0.1,0.770666666667,3.88066666667,15.6666666667,11.1444444444,0.155555555556,0.0333333333333,1.21111111111,2.4,1.53521126761,LAC,9
70,Marcelo Huertas/2015-16,Marcelo Huertas,2015-16,32,NBA,53,16.4,6-3,0,869,4.0,9.5,3.4,7.0,0.7,2.5,1.1,1.2,0.7,3.0,3.7,7.5,1.1,0.3,3.3,3.1,9.8,0.422,0.479,0.262,0.457,0.931,0.488,10.4,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,95,114,-0.2,0.1,-0.1,-0.006,-3.1,-2.9,-6.0,-0.9,0.771463414634,2.81963414634,23.3170731707,18.6463414634,0.292682926829,0.243902439024,0.30487804878,0.536585365854,1.04166666667,LAL,10
71,Chris Johnson/2015-16,Chris Johnson,2015-16,25,NBA,70,12.2,6-6,2,857,3.0,8.1,1.9,4.0,1.1,4.2,1.4,1.8,1.1,4.4,5.5,1.9,1.3,0.8,1.7,4.2,8.6,0.371,0.474,0.273,0.441,0.81,0.482,8.2,0.51,0.216,3.7,14.3,9.0,8.0,2.0,2.0,15.8,13.6,96,104,-0.1,1.2,1.1,0.059,-2.7,1.3,-1.4,0.1,0.771585365854,3.70792682927,12.4512195122,9.07317073171,0.121951219512,0.0487804878049,0.40243902439,0.829268292683,0.942857142857,UTA,6
72,Kendrick Perkins/2014-15,Kendrick Perkins,2014-15,30,NBA,68,16.9,6-10,3,1148,3.2,7.1,3.2,7.1,0.0,0.0,1.3,2.6,2.9,7.2,10.0,1.6,0.5,1.3,3.0,5.1,7.7,0.449,0.451,0.0,0.449,0.506,0.467,7.0,0.004,0.366,8.7,21.2,15.1,6.3,0.7,2.9,26.5,13.6,86,105,-1.2,1.3,0.1,0.006,-5.5,1.3,-4.2,-0.6,0.777142857143,3.02244897959,18.6224489796,14.4897959184,0.122448979592,0.0816326530612,1.33673469388,2.91836734694,1.9552238806,TOT,1
73,Mario Chalmers/2015-16,Mario Chalmers,2015-16,29,NBA,61,22.5,6-2,7,1373,4.8,11.6,3.6,7.7,1.2,3.9,5.7,6.9,0.6,3.5,4.1,6.0,2.3,0.3,2.9,4.7,16.5,0.41,0.461,0.309,0.462,0.832,0.561,17.3,0.336,0.59,1.9,11.5,6.5,26.6,3.3,0.9,16.4,21.9,110,106,2.3,1.5,3.8,0.132,1.8,-0.3,1.5,1.2,0.777647058824,2.07789915966,28.0,20.9915966387,0.436974789916,0.176470588235,0.336134453782,0.53781512605,1.05263157895,TOT,10
74,Lavoy Allen/2016-17,Lavoy Allen,2016-17,27,NBA,61,14.3,6-9,5,871,3.2,6.9,3.2,6.9,0.0,0.0,1.0,1.4,4.3,4.8,9.1,2.4,0.7,1.0,1.2,3.2,7.3,0.458,0.461,0.0,0.458,0.697,0.485,11.6,0.006,0.196,13.7,14.6,14.2,9.1,1.0,2.4,13.7,10.9,114,110,0.9,0.8,1.7,0.093,-1.5,1.3,-0.3,0.4,0.779620253165,3.28683544304,17.6202531646,14.4936708861,0.177215189873,0.0253164556962,0.670886075949,1.50632911392,1.29268292683,IND,9
75,Justin Holiday/2015-16,Justin Holiday,2015-16,26,NBA,53,14.6,6-6,5,773,4.1,10.6,2.4,5.7,1.7,4.9,1.3,1.7,0.6,3.6,4.2,2.6,1.5,0.9,1.8,2.8,11.1,0.386,0.423,0.343,0.465,0.73,0.489,9.4,0.461,0.162,1.7,10.5,6.2,10.7,2.1,1.8,13.8,16.2,94,105,-0.3,0.9,0.6,0.04,-2.7,0.3,-2.5,-0.1,0.77985915493,3.13633802817,12.7183098592,8.29577464789,0.211267605634,0.140845070423,0.549295774648,1.22535211268,1.18181818182,TOT,6
76,Cole Aldrich/2014-15,Cole Aldrich,2014-15,26,NBA,61,16.0,6-11,16,976,5.3,11.1,5.3,11.1,0.0,0.0,1.8,2.4,3.7,8.7,12.5,2.8,1.4,2.4,2.2,4.5,12.5,0.478,0.478,,0.478,0.781,0.513,18.1,0.0,0.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,104,102,0.8,1.4,2.2,0.107,-2.2,3.1,0.9,0.7,0.782195121951,2.86804878049,24.7682926829,19.3048780488,0.219512195122,0.0731707317073,2.23170731707,4.35365853659,3.21052631579,NYK,4
77,Garrett Temple/2014-15,Garrett Temple,2014-15,28,NBA,52,14.1,6-6,18,735,3.3,8.3,1.7,4.0,1.6,4.3,1.7,2.4,1.2,3.2,4.4,2.7,2.1,0.4,1.7,3.7,10.0,0.4,0.427,0.375,0.497,0.729,0.534,10.9,0.518,0.282,3.8,9.9,6.9,11.0,2.9,1.0,15.1,13.9,104,102,0.4,1.1,1.5,0.1,-0.6,1.4,0.8,0.5,0.784714285714,3.42742857143,14.9714285714,10.8571428571,0.242857142857,0.0428571428571,0.257142857143,0.485714285714,0.782608695652,WAS,6
78,Thomas Robinson/2015-16,Thomas Robinson,2015-16,24,NBA,71,12.9,6-10,7,917,5.1,11.4,5.1,11.4,0.0,0.0,1.8,4.3,5.3,8.8,14.1,1.8,1.5,1.4,2.7,4.4,12.1,0.447,0.448,0.0,0.447,0.431,0.453,14.5,0.003,0.375,16.4,27.8,22.0,7.7,2.1,3.2,16.9,19.8,94,105,-0.5,1.1,0.6,0.033,-3.8,0.9,-2.9,-0.2,0.785731707317,3.65914634146,20.5243902439,15.0731707317,0.109756097561,0.0243902439024,1.5,3.06097560976,2.01639344262,BRK,9
79,David West/2016-17,David West,2016-17,36,NBA,68,12.6,6-9,0,854,5.7,10.6,5.6,10.3,0.1,0.3,1.8,2.4,2.0,6.6,8.6,6.4,1.8,2.0,3.3,4.4,13.3,0.536,0.541,0.375,0.542,0.768,0.571,16.6,0.032,0.222,6.4,18.8,13.0,24.1,2.4,4.4,22.0,17.9,109,100,0.9,1.7,2.6,0.148,-1.7,3.9,2.2,0.9,0.789759036145,3.74590361446,25.2409638554,19.4819277108,0.33734939759,0.277108433735,1.69879518072,3.39759036145,1.88,GSW,1
80,Nick Young/2015-16,Nick Young,2015-16,30,NBA,54,19.1,6-7,2,1033,4.4,13.0,1.7,4.7,2.7,8.3,2.2,2.6,0.5,2.9,3.4,1.2,0.8,0.2,1.0,1.7,13.7,0.339,0.363,0.325,0.442,0.829,0.483,9.1,0.637,0.204,1.4,9.0,5.1,5.4,1.1,0.5,6.9,18.5,98,115,0.1,0.0,0.1,0.003,-1.4,-3.5,-4.8,-0.7,0.7925,2.46380952381,14.0952380952,8.5119047619,0.130952380952,0.0595238095238,0.5,0.845238095238,1.07692307692,LAL,6
81,Kyle Singler/2015-16,Kyle Singler,2015-16,27,NBA,68,14.4,6-8,2,977,3.2,8.1,2.1,4.6,1.1,3.6,1.1,1.6,1.8,3.4,5.2,0.9,1.1,0.3,1.2,4.4,8.5,0.389,0.452,0.309,0.457,0.659,0.481,6.6,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,102,108,0.3,0.8,1.1,0.054,-1.7,-0.8,-2.5,-0.1,0.793333333333,3.41260416667,10.0520833333,6.71875,0.09375,0.03125,0.729166666667,1.23958333333,1.34615384615,OKC,6
82,Spencer Hawes/2015-16,Spencer Hawes,2015-16,27,NBA,57,18.2,7-1,6,1035,4.3,10.6,3.0,7.1,1.3,3.5,1.9,2.3,1.8,6.7,8.5,3.8,0.8,0.9,2.0,3.9,11.8,0.405,0.422,0.373,0.467,0.831,0.508,12.4,0.333,0.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,103,104,0.6,1.4,1.9,0.09,-1.9,1.3,-0.6,0.4,0.796630434783,2.74489130435,18.2934782609,13.5217391304,0.217391304348,0.108695652174,1.34782608696,2.6847826087,2.2962962963,CHO,1
83,Udonis Haslem/2014-15,Udonis Haslem,2014-15,34,NBA,62,16.0,6-8,25,995,3.9,8.6,3.8,8.3,0.1,0.4,1.6,2.3,2.6,6.8,9.3,1.7,0.8,0.5,1.5,4.1,9.4,0.448,0.459,0.2,0.452,0.703,0.488,10.6,0.042,0.268,8.8,22.1,15.6,7.4,1.1,1.1,13.3,14.6,102,106,0.4,1.0,1.4,0.066,-3.3,-0.1,-3.4,-0.4,0.798607594937,2.9846835443,20.6708860759,16.3291139241,0.126582278481,0.0759493670886,1.12658227848,2.05063291139,1.9347826087,MIA,9
84,Joffrey Lauvergne/2016-17,Joffrey Lauvergne,2016-17,25,NBA,70,14.0,6-11,1,980,5.4,12.3,4.2,8.7,1.2,3.6,1.7,2.7,2.6,6.6,9.2,2.6,0.9,0.2,2.1,3.0,13.8,0.44,0.483,0.337,0.49,0.63,0.509,12.6,0.292,0.217,8.0,20.1,14.1,10.8,1.3,0.5,13.2,18.5,104,108,0.4,1.1,1.5,0.075,-2.3,-0.9,-3.2,-0.3,0.799418604651,3.50209302326,19.7209302326,14.0465116279,0.104651162791,0.0348837209302,0.941860465116,1.83720930233,1.47272727273,TOT,1
85,Solomon Hill/2015-16,Solomon Hill,2015-16,24,NBA,59,14.7,6-7,3,866,3.9,8.6,2.9,5.6,1.0,3.1,1.5,1.7,1.6,5.3,6.9,2.4,1.5,0.5,1.4,2.8,10.2,0.447,0.515,0.324,0.505,0.857,0.543,12.2,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1.0,12.7,13.2,110,103,0.8,1.3,2.1,0.117,-1.3,1.3,0.0,0.4,0.799777777778,2.88577777778,17.3555555556,13.3666666667,0.2,0.144444444444,0.544444444444,1.06666666667,1.19512195122,IND,1
86,Vince Carter/2015-16,Vince Carter,2015-16,39,NBA,60,16.8,6-6,3,1005,4.8,12.3,2.7,6.2,2.1,6.1,2.5,3.0,1.1,4.1,5.2,2.0,1.4,0.6,1.3,3.6,14.1,0.388,0.425,0.349,0.474,0.833,0.52,12.7,0.493,0.245,3.4,13.6,8.3,8.9,1.9,1.5,8.4,18.5,107,108,1.0,0.8,1.8,0.084,-0.1,-1.2,-1.2,0.2,0.800549450549,2.81835164835,19.2967032967,13.6593406593,0.186813186813,0.120879120879,0.516483516484,0.934065934066,1.0,MEM,1
87,Kyle O'Quinn/2014-15,Kyle O'Quinn,2014-15,24,NBA,51,16.2,6-10,17,824,5.2,10.6,4.7,8.7,0.5,1.9,1.9,2.5,2.0,6.7,8.7,2.6,1.4,1.7,2.4,4.8,12.8,0.492,0.538,0.279,0.517,0.772,0.55,14.8,0.178,0.236,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,103,104,0.5,1.1,1.6,0.091,-2.1,2.0,-0.2,0.4,0.803582089552,2.98820895522,23.8208955224,18.2686567164,0.194029850746,0.149253731343,1.55223880597,3.17910447761,2.21276595745,ORL,1
88,Willie Green/2014-15,Willie Green,2014-15,33,NBA,52,18.3,6-4,2,951,4.5,11.6,2.9,7.0,1.6,4.6,1.1,1.3,0.5,2.5,3.0,2.6,1.0,0.2,1.8,3.1,11.6,0.386,0.411,0.347,0.454,0.824,0.477,7.9,0.395,0.111,1.6,7.9,4.7,10.9,1.4,0.4,13.0,17.6,93,111,-0.4,0.4,-0.1,-0.003,-2.8,-2.1,-4.9,-0.7,0.805185185185,2.63555555556,16.2839506173,11.049382716,0.222222222222,0.0987654320988,0.283950617284,0.641975308642,0.766666666667,ORL,6
89,Pascal Siakam/2016-17,Pascal Siakam,2016-17,22,NBA,55,15.6,6-9,38,859,4.3,8.6,4.3,8.3,0.0,0.3,0.9,1.3,2.7,5.1,7.8,0.7,1.1,1.9,1.4,4.6,9.6,0.502,0.515,0.143,0.505,0.688,0.523,11.5,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,106,106,0.4,1.2,1.6,0.089,-3.0,1.8,-1.1,0.2,0.80925,3.149,14.45,11.05,0.175,0.025,0.975,1.8,1.90243902439,TOR,9
90,John Henson/2015-16,John Henson,2015-16,25,NBA,57,16.8,6-11,1,960,6.1,10.9,6.1,10.9,0.0,0.0,2.6,4.4,3.3,5.0,8.3,2.0,0.7,4.1,2.4,4.9,14.9,0.564,0.566,0.0,0.564,0.59,0.58,18.6,0.003,0.402,10.4,15.8,13.2,9.0,1.0,9.7,15.7,19.1,108,105,1.2,1.1,2.3,0.117,-1.5,3.1,1.6,0.9,0.811,2.896875,16.5125,10.9,0.2,0.0875,1.6,3.7375,2.28571428571,MIL,9
91,Sasha Vujacic/2015-16,Sasha Vujacic,2015-16,31,NBA,61,14.9,6-7,25,908,4.2,11.0,2.1,5.3,2.1,5.7,1.3,1.5,1.0,4.9,5.9,3.3,1.3,0.2,1.7,3.3,11.7,0.383,0.403,0.364,0.477,0.821,0.503,11.1,0.516,0.141,3.2,14.6,9.0,14.3,1.9,0.4,13.0,16.8,101,107,0.3,0.8,1.1,0.06,-0.8,-0.7,-1.5,0.1,0.815243902439,3.29585365854,21.4512195122,16.6097560976,0.40243902439,0.0975609756098,0.524390243902,0.878048780488,1.22857142857,NYK,1
92,Shawn Marion/2014-15,Shawn Marion,2014-15,36,NBA,57,19.3,6-7,24,1101,3.9,8.7,3.5,7.2,0.4,1.5,0.9,1.1,2.1,4.5,6.6,1.7,0.9,0.9,1.1,1.9,9.0,0.446,0.484,0.261,0.468,0.765,0.489,11.0,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,106,107,0.8,0.9,1.7,0.074,-2.0,0.7,-1.3,0.2,0.816304347826,2.72967391304,16.0869565217,12.1847826087,0.239130434783,0.054347826087,0.467391304348,0.95652173913,1.0,CLE,6
